Title,Year,Budget,Domestic Revenue,International Revenue,Worldwide Revenue,MPAA Rating,Run Time,Genre,Metacritic Mixed Reviews,Metacritic Negative Reviews,Metacritic Positive Reviews,Metascore,Users Mixed Reviews,Users Negative Reviews,Users Positive Reviews,Userscore
The Purge: Anarchy,2014,9000000,71962800,39965565,111928365,R,1 hr 43 min,Action,13.0,6.0,13.0,50.0,101,44,159,6.4
Batman v Superman: Dawn of Justice,2016,250000000,330360194,543274725,873634919,PG-13,2 hr 31 min,Action,31.0,10.0,10.0,44.0,"1,197","1,116","4,100",7
Dolphin Tale 2,2014,36000000,42024533,15800000,57824533,PG,1 hr 47 min,Drama,8.0,1.0,18.0,58.0,13,7,14,5.3
The Theory of Everything,2014,15000000,35893537,87833151,123726688,PG-13,2 hr 3 min,Biography,11.0,0.0,36.0,72.0,62,23,437,7.8
The Hundred-Foot Journey,2014,22000000,54240821,35273632,89514453,PG,2 hr 2 min,Comedy,19.0,1.0,16.0,55.0,29,5,69,7
Planes: Fire & Rescue,2014,50000000,59165787,87800000,146965787,PG,1 hr 23 min,Adventure,15.0,5.0,9.0,48.0,20,16,17,4.9
Camp X-Ray,2014,1000000,13302,66322,79624,R,1 hr 57 min,Drama,17.0,1.0,7.0,54.0,15,2,40,7.4
The Water Diviner,2014,22500000,4196641,33979676,38176317,R,1 hr 51 min,Drama,19.0,3.0,14.0,50.0,25,4,35,6.7
Moms' Night Out,2014,5000000,10429707,107249,10536956,PG,1 hr 38 min,Comedy,4.0,15.0,1.0,25.0,3,14,16,5.3
The Jungle Book,2016,175000000,364001123,602549477,966550600,PG,1 hr 46 min,Adventure,1.0,0.0,7.0,65.0,6,0,21,7.9
Mortdecai,2015,60000000,7696134,39579561,47275695,R,1 hr 47 min,Action,7.0,13.0,1.0,27.0,46,116,46,3.4
Inferno,2016,75000000,34343574,185677685,220021259,PG-13,2 hr 1 min,Action,27.0,11.0,9.0,42.0,90,31,61,5.5
Bad Grandpa,2013,15000000,102003019,49823528,151826547,R,1 hr 32 min,Comedy,,,,,,,,
The Conjuring 2,2016,40000000,102470008,217922810,320392818,R,2 hr 14 min,Horror,10.0,3.0,25.0,65.0,72,42,468,7.7
Creed,2015,35000000,109767581,63800000,173567581,PG-13,2 hr 13 min,Drama,7.0,0.0,35.0,82.0,71,27,598,8
Spy,2015,65000000,110825712,124840507,235666219,R,2 hr,Action,6.0,1.0,33.0,75.0,99,292,391,5
Crazy Rich Asians,2018,30000000,174532921,64000000,238532921,PG-13,2 hr,Comedy,3.0,1.0,46.0,74.0,57,29,166,6.9
Trainwreck,2015,35000000,110212700,30583093,140795793,R,2 hr 5 min,Comedy,9.0,1.0,35.0,75.0,89,123,196,5.6
Justin Bieber's Believe,2013,5000000,6206566,4773591,10980157,PG,1 hr 32 min,Documentary,4.0,4.0,2.0,39.0,5,278,48,1.6
The Boy Next Door,2015,4000000,35423380,17002475,52425855,R,1 hr 31 min,Horror,10.0,21.0,2.0,30.0,23,41,44,5.3
Fantastic Beasts and Where to Find Them,2016,180000000,234037575,580000000,814037575,PG-13,2 hr 12 min,Adventure,15.0,2.0,33.0,66.0,221,89,807,7.3
Insidious: Chapter 3,2015,10000000,52218558,60765331,112983889,PG-13,1 hr 37 min,Horror,13.0,4.0,9.0,52.0,70,24,122,6.6
Incarnate,2016,5000000,4799774,4237284,9037058,PG-13,1 hr 31 min,Horror,4.0,5.0,0.0,30.0,15,11,12,4.9
A Beautiful Day in the Neighborhood,2019,25000000,61704055,6056822,67760877,PG,1 hr 49 min,Biography,,,,,,,,
Risen,2016,20000000,36880033,9552546,46432579,PG-13,1 hr 47 min,Action,13.0,5.0,10.0,51.0,23,10,46,6.9
Sully,2016,60000000,125070033,115727590,240797623,PG-13,1 hr 36 min,Biography,11.0,0.0,35.0,74.0,48,10,305,7.6
Heist,2015,8900000,50136,3726910,3777046,R,1 hr 33 min,Action,9.0,2.0,22.0,66.0,7,3,117,9.4
Little Women,2019,40000000,108101214,97905289,206006503,PG,2 hr 15 min,Drama,7.0,3.0,1.0,40.0,2,4,1,3
Welcome to Marwen,2018,39000000,10763520,2297971,13061491,PG-13,1 hr 56 min,Biography,,,,,,,,
London Has Fallen,2016,60000000,62524260,143230187,205754447,R,1 hr 39 min,Action,12.0,19.0,4.0,28.0,83,66,75,5.1
Logan,2017,97000000,226277068,392744368,619021436,R,2 hr 17 min,Action,4.0,1.0,46.0,77.0,120,145,"2,094",8.4
American Ultra,2015,28000000,14440985,12821389,27262374,R,1 hr 36 min,Action,20.0,2.0,9.0,50.0,65,33,99,6.2
Still Alice,2014,5000000,18754371,26024824,44779195,PG-13,1 hr 41 min,Drama,9.0,1.0,31.0,72.0,25,6,199,7.9
Concussion,2015,35000000,34542474,14081098,48623572,PG-13,2 hr 3 min,Biography,18.0,2.0,19.0,55.0,36,21,84,6.2
Annabelle,2014,6500000,84273813,172773848,257047661,R,1 hr 39 min,Horror,12.0,12.0,3.0,37.0,135,119,112,5
Pan,2015,150000000,35088320,93300000,128388320,PG,1 hr 51 min,Adventure,13.0,15.0,7.0,36.0,62,70,74,5.2
Jigsaw,2017,10000000,38052832,64900056,102952888,R,1 hr 32 min,Horror,13.0,3.0,2.0,39.0,72,29,85,6
Friend Request,2016,9900000,3759078,7216312,10975390,R,1 hr 32 min,Horror,7.0,10.0,1.0,31.0,10,17,14,4.5
Max,2015,20000000,42656255,1311000,43967255,PG,1 hr 51 min,Adventure,8.0,5.0,17.0,56.0,1,0,6,7.9
Transformers: The Last Knight,2017,217000000,130168683,475256474,605425157,PG-13,2 hr 34 min,Action,19.0,26.0,2.0,27.0,136,259,126,4
X-Men: Apocalypse,2016,178000000,155442489,388491616,543934105,PG-13,2 hr 24 min,Action,29.0,3.0,16.0,52.0,382,181,787,6.5
Scary Stories to Tell in the Dark,2019,25000000,68947075,36700505,105647580,PG-13,1 hr 48 min,Adventure,16.0,1.0,16.0,61.0,26,9,49,6.7
The Forest,2016,10000000,26594261,13117739,39712000,PG-13,1 hr 33 min,Horror,17.0,11.0,2.0,34.0,47,41,105,6.8
Jack Reacher: Never Go Back,2016,60000000,58697076,103449000,162146076,PG-13,1 hr 58 min,Action,26.0,7.0,10.0,47.0,95,23,68,5.7
Sicario,2015,30000000,46889293,37983151,84872444,R,2 hr 1 min,Action,4.0,0.0,44.0,82.0,95,46,891,8.1
Murder on the Orient Express,2017,55000000,102826543,249963268,352789811,PG-13,1 hr 54 min,Crime,28.0,3.0,15.0,52.0,137,34,195,6.4
Ferdinand,2017,111000000,84410380,211658819,296069199,PG,1 hr 48 min,Adventure,10.0,0.0,10.0,58.0,27,6,58,6.8
Ice Age: Collision Course,2016,105000000,64063008,344516030,408579038,PG,1 hr 34 min,Adventure,15.0,11.0,1.0,34.0,63,80,39,4.1
Paul Blart: Mall Cop 2,2015,30000000,71038190,36550035,107588225,PG,1 hr 34 min,Action,2.0,14.0,0.0,13.0,21,206,52,2.5
War for the Planet of the Apes,2017,150000000,146880162,343839601,490719763,PG-13,2 hr 20 min,Action,5.0,0.0,45.0,82.0,102,29,614,8
The Hateful Eight,2015,44000000,54117416,101642701,155760117,R,2 hr 48 min,Crime,12.0,5.0,34.0,68.0,173,143,"1,195",7.5
Unforgettable,2017,12000000,11368012,6400000,17768012,R,1 hr 40 min,Drama,12.0,6.0,9.0,45.0,14,12,5,3.8
Despicable Me 3,2017,80000000,264624300,770175109,1034799409,PG,1 hr 29 min,Adventure,19.0,6.0,12.0,49.0,112,39,82,5.7
Sing,2016,75000000,270395425,363756254,634151679,PG,1 hr 48 min,Animation,13.0,3.0,21.0,59.0,64,40,124,6.2
The Nut Job 2: Nutty by Nature,2017,40000000,28370522,40372963,68743485,PG,1 hr 31 min,Adventure,10.0,8.0,1.0,36.0,6,12,8,4.2
The Walk,2015,35000000,10137502,51044440,61181942,PG,2 hr 3 min,Adventure,8.0,0.0,33.0,70.0,34,12,183,7.4
Fan,2016,15670000,2300000,25940000,28240000,,2 hr 18 min,Action,,,,,,,,
Captain America: Civil War,2016,250000000,408084349,745211944,1153296293,PG-13,2 hr 27 min,Action,11.0,0.0,42.0,75.0,315,244,"2,991",8.3
Thor: Ragnarok,2017,180000000,315058289,538918837,853977126,PG-13,2 hr 10 min,Action,4.0,0.0,47.0,74.0,204,176,"1,550",7.8
The Night Before,2015,25000000,43047372,9348624,52395996,R,1 hr 41 min,Comedy,16.0,1.0,14.0,58.0,40,17,67,6.3
Nerve,2016,19000000,38583626,46667799,85251425,PG-13,1 hr 36 min,Adventure,15.0,0.0,18.0,58.0,78,18,127,6.7
American Made,2017,50000000,51342000,83524593,134866593,R,1 hr 55 min,Action,18.0,0.0,32.0,65.0,59,18,172,6.9
Whiskey Tango Foxtrot,2016,35000000,23083334,1888805,24972139,R,1 hr 52 min,Biography,16.0,4.0,24.0,57.0,29,9,52,6.4
Girls Trip,2017,19000000,115171585,25380774,140552359,R,2 hr 2 min,Adventure,6.0,0.0,29.0,71.0,23,31,47,5.6
The Visit,2015,5000000,65206105,33243957,98450062,PG-13,1 hr 34 min,Horror,12.0,5.0,17.0,55.0,112,50,176,6.2
The Grudge,2020,10000000,21221803,28289516,49511319,R,1 hr 34 min,Horror,23.0,2.0,7.0,49.0,39,144,64,3.4
Jem and the Holograms,2015,5000000,2184640,149044,2333684,PG,1 hr 58 min,Adventure,9.0,4.0,3.0,42.0,4,41,13,2.7
Paper Towns,2015,12000000,32000304,53511996,85512300,PG-13,1 hr 49 min,Comedy,21.0,1.0,12.0,56.0,55,28,89,6.3
Ricki and the Flash,2015,18000000,26822144,14503184,41325328,PG-13,1 hr 41 min,Comedy,21.0,1.0,14.0,54.0,30,13,40,6.4
The Girl on the Train,2016,45000000,75395035,97790824,173185859,R,1 hr 52 min,Crime,5.0,0.0,16.0,68.0,1,1,2,5.3
Allied,2016,85000000,40098064,79421959,119520023,R,2 hr 4 min,Action,19.0,3.0,22.0,60.0,77,19,136,6.7
The Martian,2015,108000000,228433663,401728227,630161890,PG-13,2 hr 24 min,Adventure,6.0,0.0,40.0,80.0,176,88,"1,524",8
Bridge of Spies,2015,40000000,72313754,93164594,165478348,PG-13,2 hr 22 min,Drama,1.0,0.0,47.0,81.0,76,22,483,7.6
The BFG,2016,140000000,55483770,139759641,195243411,PG,1 hr 57 min,Adventure,17.0,0.0,30.0,66.0,82,38,116,6.1
By the Sea,2015,10000000,538460,2796467,3334927,R,2 hr 2 min,Drama,15.0,11.0,9.0,44.0,22,17,24,5.6
Unfriended,2014,1000000,32482090,30400000,62882090,R,1 hr 23 min,Horror,12.0,4.0,14.0,59.0,83,78,110,5.4
Underworld: Blood Wars,2016,35000000,30353973,50739340,81093313,R,1 hr 31 min,Action,6.0,11.0,0.0,23.0,52,42,52,5.4
Power Rangers,2017,100000000,85364450,56972790,142337240,PG-13,2 hr 4 min,Action,,,,,,,,
Kong: Skull Island,2017,185000000,168052812,398600000,566652812,PG-13,1 hr 58 min,Action,19.0,2.0,28.0,62.0,215,65,440,6.6
Godzilla: King of the Monsters,2019,170000000,110500138,276100000,386600138,PG-13,2 hr 12 min,Action,23.0,9.0,14.0,48.0,123,74,490,7.3
Lion,2016,12000000,51738905,88574023,140312928,PG-13,1 hr 58 min,Biography,13.0,0.0,32.0,69.0,37,12,249,7.8
Rogue One: A Star Wars Story,2016,200000000,532177324,523879949,1056057273,PG-13,2 hr 13 min,Action,13.0,3.0,35.0,65.0,449,284,"2,419",7.6
The Equalizer 2,2018,62000000,102084362,88315795,190400157,R,2 hr 1 min,Action,28.0,3.0,12.0,50.0,65,10,71,6.5
Snowden,2016,40000000,21587519,15769697,37357216,R,2 hr 14 min,Biography,21.0,2.0,20.0,58.0,51,14,145,7.1
Love,2015,3000000,249083,611974,861057,,2 hr 15 min,Drama,20.0,2.0,5.0,51.0,26,13,29,5.8
Solo: A Star Wars Story,2018,275000000,213767512,179157295,392924807,PG-13,2 hr 15 min,Action,21.0,1.0,32.0,62.0,327,319,856,6.2
La La Land,2016,30000000,151101803,295069868,446171671,PG-13,2 hr 8 min,Comedy,2.0,0.0,52.0,93.0,173,133,"1,722",8.4
Sonic the Hedgehog,2020,85000000,146066470,160700000,306766470,PG,1 hr 39 min,Action,,,,,,,,
The Nice Guys,2016,50000000,36261763,26526455,62788218,R,1 hr 56 min,Action,5.0,1.0,45.0,70.0,71,37,488,7.6
The Predator,2018,88000000,51024708,109517426,160542134,R,1 hr 47 min,Action,29.0,6.0,14.0,48.0,138,156,113,4.4
Only the Brave,2017,38000000,18343983,8007339,26351322,PG-13,2 hr 14 min,Action,7.0,0.0,28.0,72.0,18,6,85,7.4
War Room,2015,3000000,67790117,5466149,73256266,PG,2 hr,Drama,2.0,8.0,1.0,26.0,7,29,35,5.3
Dope,2015,7000000,17506470,480311,17986781,R,1 hr 43 min,Comedy,5.0,0.0,32.0,72.0,27,8,125,7.5
Krampus,2015,15000000,42725475,18823232,61548707,PG-13,1 hr 38 min,Comedy,11.0,4.0,6.0,49.0,66,23,196,7.5
Dumbo,2019,170000000,114766307,238518314,353284621,PG,1 hr 52 min,Adventure,0.0,0.0,11.0,96.0,3,1,44,8.2
The Perfect Guy,2015,12000000,57027435,3245738,60273173,PG-13,1 hr 40 min,Crime,6.0,5.0,2.0,36.0,8,18,34,6.4
The Goldfinch,2019,45000000,5332621,5203981,10536602,R,2 hr 29 min,Drama,24.0,11.0,6.0,40.0,6,6,32,7.8
The Boy,2016,10000000,35819556,38316624,74136180,PG-13,1 hr 37 min,Horror,6.0,3.0,1.0,42.0,78,29,110,6.7
Baby Driver,2017,34000000,107825862,119119225,226945087,R,1 hr 53 min,Action,0.0,0.0,53.0,86.0,136,80,979,7.8
Guardians of the Galaxy Vol. 2,2017,200000000,389813101,473942950,863756051,PG-13,2 hr 16 min,Action,14.0,1.0,33.0,67.0,223,118,"1,402",7.7
The Space Between Us,2017,30000000,7885294,8195181,16080475,PG-13,2 hr,Drama,15.0,16.0,1.0,33.0,22,25,27,5
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,135000000,82051601,163572247,245623848,PG-13,1 hr 52 min,Action,16.0,10.0,4.0,40.0,111,81,150,5.7
The Bye Bye Man,2017,7400000,22395806,7478474,29874280,PG-13,1 hr 36 min,Drama,6.0,13.0,3.0,37.0,13,49,14,3.2
Manchester by the Sea,2016,9000000,47695371,31292777,78988148,R,2 hr 17 min,Drama,1.0,0.0,51.0,96.0,57,54,737,8.2
Maze Runner: The Scorch Trials,2015,61000000,81697192,230598864,312296056,PG-13,2 hr 11 min,Action,21.0,5.0,3.0,43.0,129,66,189,6.2
The Shallows,2016,17000000,55124043,63976715,119100758,PG-13,1 hr 26 min,Drama,11.0,3.0,21.0,59.0,79,41,157,6.3
The Darkest Minds,2018,34000000,12695691,28446688,41142379,PG-13,1 hr 44 min,Action,14.0,11.0,3.0,39.0,17,20,30,5.7
The Purge: Election Year,2016,10000000,79213375,39374505,118587880,R,1 hr 48 min,Action,13.0,5.0,13.0,55.0,66,41,93,5.9
The Lego Batman Movie,2017,80000000,175750384,136200000,311950384,PG,1 hr 44 min,Action,,,,,,,,
Fantastic Beasts: The Crimes of Grindelwald,2018,200000000,159555901,495300000,654855901,PG-13,2 hr 14 min,Adventure,23.0,8.0,17.0,52.0,202,144,262,5.7
After,2019,14000000,12138565,57594917,69733482,PG-13,1 hr 45 min,Drama,4.0,4.0,0.0,30.0,4,31,27,5.1
My Little Pony: The Movie,2017,6500000,21885107,38445726,60330833,PG,1 hr 39 min,Adventure,2.0,7.0,4.0,39.0,14,20,80,7.1
Florence Foster Jenkins,2016,29000000,27383770,21669017,49052787,PG-13,1 hr 51 min,Biography,5.0,2.0,34.0,71.0,40,8,100,7
Keanu,2016,15000000,20591853,59480,20651333,R,1 hr 40 min,Action,9.0,0.0,26.0,63.0,53,19,78,6.3
Avengers: Endgame,2019,356000000,858373000,1939427564,2797800564,PG-13,3 hr 1 min,Action,3.0,1.0,53.0,78.0,309,618,"3,320",7.8
Don't Breathe,2016,9900000,89217875,68612612,157830487,R,1 hr 28 min,Crime,8.0,0.0,31.0,71.0,83,40,387,7.4
13 Hours,2016,50000000,52853219,16558151,69411370,R,2 hr 24 min,Action,,,,,,,,
The Gift,2015,5000000,43787265,15193256,58980521,R,1 hr 48 min,Drama,12.0,1.0,16.0,62.0,14,4,106,8.7
The Birth of a Nation,2016,8500000,15861566,917646,16779212,R,2 hr,Biography,13.0,1.0,36.0,69.0,22,34,55,5.5
Jason Bourne,2016,120000000,162434410,253050504,415484914,PG-13,2 hr 3 min,Action,26.0,5.0,19.0,58.0,174,51,246,6.4
Kung Fu Yoga,2017,65000000,362657,257380359,257743016,,1 hr 47 min,Action,6.0,1.0,2.0,50.0,8,7,4,4.5
Alpha,2018,51000000,35857181,62346015,98203196,PG-13,1 hr 36 min,Action,7.0,1.0,18.0,63.0,34,10,63,6.6
Miracles from Heaven,2016,13000000,61705123,12277880,73983003,PG,1 hr 49 min,Biography,8.0,5.0,7.0,44.0,8,12,25,5.9
The Witch,2015,4000000,25138705,15285240,40423945,R,1 hr 32 min,Drama,3.0,0.0,43.0,83.0,106,114,610,7.3
Grandma,2015,600000,6980524,224549,7205073,R,1 hr 19 min,Comedy,7.0,0.0,30.0,77.0,15,5,42,7
Xun long jue,2015,37000000,1243810,258124638,259368448,,2 hr 7 min,Action,,,,,,,,
The Circle,2017,18000000,20497844,20158555,40656399,PG-13,1 hr 50 min,Drama,21.0,6.0,5.0,43.0,76,59,50,4.9
Kubo and the Two Strings,2016,60000000,48023088,28226350,76249438,PG,1 hr 41 min,Action,3.0,0.0,35.0,84.0,37,26,444,8.1
Queen of Katwe,2016,15000000,8874389,1492772,10367161,PG,2 hr 4 min,Biography,5.0,0.0,35.0,73.0,9,10,40,6.5
Ouija: Origin of Evil,2016,9000000,35144505,46561241,81705746,PG-13,1 hr 39 min,Drama,8.0,0.0,18.0,65.0,47,14,85,6.9
Nine Lives,2016,30000000,19700032,38114413,57814445,PG,1 hr 27 min,Comedy,1.0,15.0,0.0,11.0,21,77,22,2.9
Fifty Shades Darker,2017,55000000,114581250,266964596,381545846,R,1 hr 58 min,Drama,18.0,19.0,2.0,33.0,37,159,44,2.9
Fifty Shades Freed,2018,55000000,100407760,271577258,371985018,R,1 hr 45 min,Drama,10.0,25.0,8.0,31.0,22,81,28,3.2
Gifted,2017,7000000,24801212,18268042,43069254,PG-13,1 hr 41 min,Drama,17.0,2.0,14.0,60.0,23,4,107,7.5
The House,2017,40000000,25584504,8600000,34184504,R,1 hr 28 min,Comedy,6.0,14.0,2.0,30.0,23,28,16,4.5
All I See Is You,2016,30000000,217644,460506,678150,R,1 hr 49 min,Drama,11.0,9.0,5.0,43.0,12,2,3,5.2
Maze Runner: The Death Cure,2018,62000000,58032443,230142892,288175335,PG-13,2 hr 23 min,Action,25.0,4.0,9.0,50.0,79,24,110,6.5
Why Him?,2016,38000000,60323786,57778939,118102725,R,1 hr 51 min,Comedy,12.0,9.0,9.0,39.0,57,26,60,5.8
The Prodigy,2019,6000000,14856291,6293974,21150265,R,1 hr 32 min,Horror,8.0,6.0,4.0,45.0,16,5,12,6
Morgan,2016,8000000,3915251,4894156,8809407,R,1 hr 32 min,Action,16.0,6.0,11.0,48.0,36,12,25,5.7
Overlord,2018,38000000,21704844,19953000,41657844,R,1 hr 50 min,Action,9.0,3.0,16.0,60.0,57,17,141,6.9
Robin Hood,2018,100000000,30824628,55664403,86489031,PG-13,1 hr 56 min,Action,3.0,1.0,5.0,57.0,6,0,18,7.6
White Boy Rick,2018,29000000,24011188,1946294,25957482,R,1 hr 51 min,Crime,17.0,2.0,16.0,59.0,22,1,23,6.5
Mile 22,2018,50000000,36108758,30200000,66308758,R,1 hr 34 min,Action,13.0,15.0,8.0,38.0,38,28,24,5.1
Patriots Day,2016,45000000,31886361,20299390,52185751,R,2 hr 13 min,Action,10.0,0.0,32.0,69.0,29,10,108,7.2
Sleight,2016,250000,3986245,3460,3989705,R,1 hr 29 min,Action,7.0,1.0,10.0,62.0,9,7,10,4.8
Christopher Robin,2018,75000000,99215042,98529335,197744377,PG,1 hr 44 min,Adventure,19.0,0.0,24.0,60.0,43,10,141,7.4
The Star,2017,20000000,40896334,43419335,84315669,PG,1 hr 26 min,Adventure,9.0,3.0,0.0,42.0,11,5,14,6.2
Storks,2016,70000000,72679278,110709675,183388953,PG,1 hr 27 min,Adventure,15.0,2.0,14.0,56.0,38,16,62,6.4
The Fate of the Furious,2017,250000000,226008385,1009996733,1236005118,PG-13,2 hr 16 min,Action,22.0,4.0,19.0,56.0,143,107,430,6.9
Spider-Man: Into the Spider-Verse,2018,90000000,190241310,185299521,375540831,PG,1 hr 57 min,Action,1.0,0.0,49.0,87.0,44,71,"1,225",8.7
Huevos: Little Rooster's Egg-cellent Adventure,2015,5300000,9080818,16811743,25892561,PG,1 hr 38 min,Adventure,,,,,,,,
Harriet,2019,17000000,43082155,200000,43282155,PG-13,2 hr 5 min,Action,,,,,,,,
Almost Christmas,2016,17000000,42158780,422140,42580920,PG-13,1 hr 51 min,Comedy,11.0,4.0,12.0,55.0,11,1,2,5.1
Kingsman: The Golden Circle,2017,104000000,100234838,310667824,410902662,R,2 hr 21 min,Action,20.0,11.0,13.0,44.0,155,57,281,6.5
Bad Moms,2016,20000000,113257297,70678777,183936074,R,1 hr 40 min,Comedy,14.0,2.0,18.0,60.0,68,48,71,5.2
All Saints,2017,2000000,5802208,140357,5942565,PG,1 hr 48 min,Drama,2.0,0.0,5.0,63.0,3,4,8,5.7
Collateral Beauty,2016,36000000,31016021,57512259,88528280,PG-13,1 hr 37 min,Drama,12.0,26.0,2.0,23.0,34,42,88,6.1
Bumblebee,2018,135000000,127195589,340794056,467989645,PG-13,1 hr 54 min,Action,11.0,1.0,27.0,66.0,88,55,334,7.1
A Cure for Wellness,2016,40000000,8106986,18513016,26620002,R,2 hr 26 min,Drama,19.0,7.0,14.0,47.0,62,14,123,7.1
Unfriended: Dark Web,2018,1000000,8866745,7158242,16024987,R,1 hr 32 min,Horror,10.0,5.0,11.0,53.0,18,18,14,4.6
Pitch Perfect 3,2017,45000000,104897530,80502815,185400345,PG-13,1 hr 33 min,Comedy,15.0,13.0,7.0,40.0,46,19,39,5.8
The Promise,2016,90000000,8224288,4224388,12448676,PG-13,2 hr 13 min,Action,19.0,4.0,7.0,49.0,13,37,108,7.1
The Meg,2018,130000000,145443742,384800000,530243742,PG-13,1 hr 53 min,Action,26.0,8.0,12.0,46.0,119,48,90,5.5
Lights Out,2016,4900000,67268835,81600000,148868835,PG-13,1 hr 21 min,Drama,12.0,3.0,19.0,58.0,71,35,167,6.8
Rough Night,2017,20000000,22105643,25241640,47347283,R,1 hr 41 min,Comedy,26.0,3.0,11.0,51.0,44,30,22,4.6
The Best of Enemies,2019,10000000,10205616,4197,10209813,PG-13,2 hr 13 min,Biography,9.0,5.0,11.0,49.0,4,4,10,6.1
Mother's Day,2016,25000000,32492859,16289811,48782670,PG-13,1 hr 58 min,Comedy,5.0,3.0,0.0,34.0,6,2,9,6.7
Sultan,2016,13430000,6200000,86339463,92539463,,2 hr 50 min,Action,,,,,,,,
Hidden Figures,2016,25000000,169607287,66349611,235956898,PG,2 hr 7 min,Biography,9.0,0.0,38.0,74.0,42,32,295,7.4
The Emoji Movie,2017,50000000,86089513,131687133,217776646,PG,1 hr 26 min,Adventure,4.0,22.0,0.0,12.0,42,587,114,2.1
Jurassic World: Fallen Kingdom,2018,170000000,417719760,890748184,1308467944,PG-13,2 hr 8 min,Action,33.0,8.0,18.0,51.0,221,149,268,5.8
Mission: Impossible - Fallout,2018,178000000,220159104,570956000,791115104,PG-13,2 hr 27 min,Action,,,,,,,,
The Curse of la Llorona,2019,9000000,54733739,68400000,123133739,R,1 hr 33 min,Horror,,,,,,,,
Split,2016,9000000,138291365,140162993,278454358,PG-13,1 hr 57 min,Horror,14.0,4.0,30.0,62.0,143,78,549,7
Moonlight,2016,4000000,27854932,37481671,65336603,R,1 hr 51 min,Drama,0.0,0.0,53.0,99.0,137,252,"1,053",7.2
Middle School: The Worst Years of My Life,2016,8500000,20007149,3308990,23316139,PG,1 hr 32 min,Comedy,5.0,3.0,5.0,51.0,13,4,11,6.3
"Everything, Everything",2017,10000000,34121140,27500000,61621140,PG-13,1 hr 36 min,Drama,11.0,5.0,10.0,52.0,21,11,15,5.1
Dunkirk,2017,100000000,189740665,337200000,526940665,PG-13,1 hr 46 min,Action,0.0,1.0,52.0,94.0,247,189,"2,352",8.3
Mary Poppins Returns,2018,130000000,171958438,177579056,349537494,PG,2 hr 10 min,Comedy,16.0,2.0,36.0,66.0,56,30,122,6.7
Charlie's Angels,2019,48000000,17803077,55476811,73279888,PG-13,1 hr 58 min,Action,14.0,5.0,15.0,52.0,43,16,264,8.7
Get Out,2017,4500000,176040665,79373052,255413717,R,1 hr 44 min,Horror,1.0,0.0,47.0,84.0,126,169,"1,023",7.4
Sicario: Day of the Soldado,2018,35000000,50072235,25765508,75837743,R,2 hr 2 min,Action,19.0,3.0,28.0,61.0,55,15,161,7
Mother!,2017,30000000,17800004,26716995,44516999,R,2 hr 1 min,Drama,,,,,,,,
The Secret Life of Pets 2,2019,80000000,158874395,271176898,430051293,PG,1 hr 26 min,Adventure,15.0,1.0,10.0,55.0,24,9,28,6.1
Peter Rabbit,2018,50000000,115253424,236013009,351266433,PG,1 hr 35 min,Adventure,16.0,1.0,9.0,51.0,29,10,45,6.4
Annabelle: Creation,2017,15000000,102092201,204423683,306515884,R,1 hr 49 min,Horror,9.0,4.0,16.0,62.0,82,22,153,6.7
Ocean's Eight,2018,70000000,140218711,157500000,297718711,PG-13,1 hr 50 min,Action,,,,,,,,
"Love, Simon",2018,17000000,40826341,25489948,66316289,PG-13,1 hr 50 min,Comedy,7.0,0.0,31.0,72.0,27,18,232,8.1
The Girl in the Spider's Web,2018,43000000,14841338,20323582,35164920,R,1 hr 55 min,Action,22.0,10.0,10.0,43.0,38,21,21,4.9
Hotel Transylvania 3: Summer Vacation,2018,80000000,167510016,361073758,528583774,PG,1 hr 37 min,Adventure,13.0,3.0,7.0,54.0,48,18,51,6
Marshall,2017,12000000,10051659,65157,10116816,PG-13,1 hr 58 min,Biography,10.0,0.0,24.0,66.0,13,6,39,6.5
Happy Death Day,2017,4800000,55683845,69795421,125479266,PG-13,1 hr 36 min,Horror,12.0,1.0,13.0,58.0,82,22,159,6.7
Wish Upon,2017,12000000,14301505,9167081,23468586,PG-13,1 hr 30 min,Drama,7.0,15.0,2.0,32.0,16,20,22,5.3
Tyler Perry's Boo! A Madea Halloween,2016,20000000,73206343,1621001,74827344,PG-13,1 hr 43 min,Comedy,,,,,,,,
The Hurricane Heist,2018,35000000,6115825,26401423,32517248,PG-13,1 hr 43 min,Action,7.0,5.0,0.0,35.0,14,12,9,4.5
Wind River,2017,11000000,33800859,10179962,43980821,R,1 hr 47 min,Crime,8.0,1.0,35.0,73.0,32,14,290,7.8
Detroit,2017,34000000,16790139,6564961,23355100,R,2 hr 23 min,Crime,5.0,2.0,42.0,77.0,24,30,127,6.6
